MANDT,PLNTY,PLNNR,PLNAL,ZAEHL,DATUV,TECHV,AENNR,LOEKZ,PARKZ,ANDAT,ANNAM,AEDAT,AENAM,VERWE,WERKS,STATU,PLNME,LOSVN,LOSBS,VAGRP,AESZN,KTEXT,TXTSP,ABDAT,ABANZ,PROFIDNETZ,KOKRS,QVEWERKS,QVEMENGE,QVEVERSION,QVEDATUM,QVEGRUPPE,QVECODE,QDYNREGEL,QDYNHEAD,QPRZIEHVER,QVERSNPRZV,QKZRASTER,QDYNSTRING,STRAT,PPOOL,ISTRU,IWERK,ANLZU,ARBID,EXTNUM,DELKZ,ARBTY,STUPR,CLNDR,PRTYP,REODAT,NETID,FLG_CHK,PSPNR,TTRAS,KZKFG,PLNNR_ALT,FLG_CAPO,STLTY,STLNR,STLAL,SLWBEZ,PPKZTLZU,CHRULE,CCOAA,ST_ARBID,MEINH,UMREZ,UMREN,BMSCH,ADPSP,MS_FLAG,TSTMP_BW,MES_ROUTINGID,XHIERTL,TL_EXTID
300,R,10000041,02,00000042,20260102,TECH_STATUS_01,CHG000000041,"","",20260212,USER_041,20260212,CHG_USER_041,003,PL02,CRTD,EA,42.000,141.000,002,000041,Routing for Material 0041,E,20260212,41,PROF041,K001,PL02,UDSET0041,000041,20260212,UDGRP0041,R001,002,1,SAMP0041,000041,X,0000000041,STR041,PKG041,000000000000100041,PL02,1,00001041,1,"",01,SETUP041,CLEAN041,1,20260212,00002041,X,00003041,000041,X,OLD_000041,X,M,00000041,01,002,1,1,041,00004041,EA,1,1,1.000,REF_ELEMENT_41,X,1000000000000041,MES_ROUT_41,X,EXT_TASKLIST_41
100,N,10000042,03,00000043,20260101,TECH_STATUS_02,CHG000000042,"","",20260212,USER_042,20260212,CHG_USER_042,001,PL03,INAC,EA,43.000,142.000,003,000042,Routing for Material 0042,E,20260212,42,PROF042,K001,PL03,UDSET0042,000042,20260212,UDGRP0042,A002,003,1,SAMP0042,000042,X,0000000042,STR042,PKG042,000000000000100042,PL03,1,00001042,1,"",01,SETUP042,CLEAN042,1,20260212,00002042,X,00003042,000042,X,OLD_000042,X,M,00000042,01,003,1,1,042,00004042,EA,1,1,1.000,REF_ELEMENT_42,X,1000000000000042,MES_ROUT_42,X,EXT_TASKLIST_42
200,Q,10000043,04,00000044,20251231,TECH_STATUS_03,CHG000000043,"","",20260212,USER_043,20260212,CHG_USER_043,002,PL04,HOLD,EA,44.000,143.000,004,000043,Routing for Material 0043,E,20260212,43,PROF043,K001,PL04,UDSET0043,000043,20260212,UDGRP0043,A002,004,1,SAMP0043,000043,X,0000000043,STR043,PKG043,000000000000100043,PL04,1,00001043,1,"",01,SETUP043,CLEAN043,1,20260212,00002043,X,00003043,000043,X,OLD_000043,X,M,00000043,01,004,1,1,043,00004043,EA,1,1,1.000,REF_ELEMENT_43,X,1000000000000043,MES_ROUT_43,X,EXT_TASKLIST_43
300,R,10000044,05,00000045,20251230,TECH_STATUS_04,CHG000000044,"","",20260212,USER_044,20260212,CHG_USER_044,003,PL05,REL,EA,45.000,144.000,005,000044,Routing for Material 0044,E,20260212,44,PROF044,K001,PL05,UDSET0044,000044,20260212,UDGRP0044,A002,005,1,SAMP0044,000044,X,0000000044,STR044,PKG044,000000000000100044,PL05,1,00001044,1,"",01,SETUP044,CLEAN044,1,20260212,00002044,X,00003044,000044,X,OLD_000044,X,M,00000044,01,005,1,1,044,00004044,EA,1,1,1.000,REF_ELEMENT_44,X,1000000000000044,MES_ROUT_44,X,EXT_TASKLIST_44
100,N,10000045,01,00000046,20251229,TECH_STATUS_05,CHG000000045,X,"",20260212,USER_045,20260212,CHG_USER_045,001,PL06,CRTD,EA,46.000,145.000,006,000045,Routing for Material 0045,E,20260212,45,PROF045,K001,PL06,UDSET0045,000045,20260212,UDGRP0045,A001,001,1,SAMP0045,000045,X,0000000045,STR045,PKG045,000000000000100045,PL06,1,00001045,1,"",01,SETUP045,CLEAN045,1,20260212,00002045,X,00003045,000045,X,OLD_000045,X,M,00000045,01,001,1,1,045,00004045,EA,1,1,1.000,REF_ELEMENT_45,X,1000000000000045,MES_ROUT_45,X,EXT_TASKLIST_45
200,Q,10000046,02,00000047,20251228,TECH_STATUS_06,CHG000000046,"","",20260212,USER_046,20260212,CHG_USER_046,002,PL07,INAC,EA,47.000,146.000,007,000046,Routing for Material 0046,E,20260212,46,PROF046,K001,PL07,UDSET0046,000046,20260212,UDGRP0046,R001,002,1,SAMP0046,000046,X,0000000046,STR046,PKG046,000000000000100046,PL07,1,00001046,1,"",01,SETUP046,CLEAN046,1,20260212,00002046,X,00003046,000046,X,OLD_000046,X,M,00000046,01,002,1,1,046,00004046,EA,1,1,1.000,REF_ELEMENT_46,X,1000000000000046,MES_ROUT_46,X,EXT_TASKLIST_46
300,R,10000047,03,00000048,20251227,TECH_STATUS_07,CHG000000047,"","",20260212,USER_047,20260212,CHG_USER_047,003,PL08,HOLD,EA,48.000,147.000,008,000047,Routing for Material 0047,E,20260212,47,PROF047,K001,PL08,UDSET0047,000047,20260212,UDGRP0047,A002,003,1,SAMP0047,000047,X,0000000047,STR047,PKG047,000000000000100047,PL08,1,00001047,1,"",01,SETUP047,CLEAN047,1,20260212,00002047,X,00003047,000047,X,OLD_000047,X,M,00000047,01,003,1,1,047,00004047,EA,1,1,1.000,REF_ELEMENT_47,X,1000000000000047,MES_ROUT_47,X,EXT_TASKLIST_47
100,N,10000048,04,00000049,20251226,TECH_STATUS_08,CHG000000048,"","",20260212,USER_048,20260212,CHG_USER_048,001,PL09,REL,EA,49.000,148.000,009,000048,Routing for Material 0048,E,20260212,48,PROF048,K001,PL09,UDSET0048,000048,20260212,UDGRP0048,A002,004,1,SAMP0048,000048,X,0000000048,STR048,PKG048,000000000000100048,PL09,1,00001048,1,"",01,SETUP048,CLEAN048,1,20260212,00002048,X,00003048,000048,X,OLD_000048,X,M,00000048,01,004,1,1,048,00004048,EA,1,1,1.000,REF_ELEMENT_48,X,1000000000000048,MES_ROUT_48,X,EXT_TASKLIST_48
200,Q,10000049,05,00000050,20251225,TECH_STATUS_09,CHG000000049,"","",20260212,USER_049,20260212,CHG_USER_049,002,PL10,CRTD,EA,50.000,149.000,010,000049,Routing for Material 0049,E,20260212,49,PROF049,K001,PL10,UDSET0049,000049,20260212,UDGRP0049,A002,005,1,SAMP0049,000049,X,0000000049,STR049,PKG049,000000000000100049,PL10,1,00001049,1,"",01,SETUP049,CLEAN049,1,20260212,00002049,X,00003049,000049,X,OLD_000049,X,M,00000049,01,005,1,1,049,00004049,EA,1,1,1.000,REF_ELEMENT_49,X,1000000000000049,MES_ROUT_49,X,EXT_TASKLIST_49
300,R,10000050,01,00000051,20251224,TECH_STATUS_10,CHG000000050,"",X,20260212,USER_050,20260212,CHG_USER_050,003,PL11,INAC,EA,51.000,150.000,001,000050,Routing for Material 0050,E,20260212,0,PROF000,K001,PL11,UDSET0050,000050,20260212,UDGRP0050,A001,001,1,SAMP0050,000050,X,0000000050,STR000,PKG000,000000000000100050,PL11,1,00001050,1,"",01,SETUP050,CLEAN050,1,20260212,00002050,X,00003050,000050,X,OLD_000050,X,M,00000050,01,001,1,1,050,00004050,EA,1,1,1.000,REF_ELEMENT_50,X,1000000000000050,MES_ROUT_50,X,EXT_TASKLIST_50
100,N,10000051,02,00000052,20251223,TECH_STATUS_11,CHG000000051,"","",20260212,USER_051,20260212,CHG_USER_051,001,PL12,HOLD,EA,52.000,151.000,002,000051,Routing for Material 0051,E,20260212,1,PROF001,K001,PL12,UDSET0051,000051,20260212,UDGRP0051,R001,002,1,SAMP0051,000051,X,0000000051,STR001,PKG001,000000000000100051,PL12,1,00001051,1,"",01,SETUP051,CLEAN051,1,20260212,00002051,X,00003051,000051,X,OLD_000051,X,M,00000051,01,002,1,1,051,00004051,EA,1,1,1.000,REF_ELEMENT_51,X,1000000000000051,MES_ROUT_51,X,EXT_TASKLIST_51
200,Q,10000052,03,00000053,20251222,TECH_STATUS_12,CHG000000052,"","",20260212,USER_052,20260212,CHG_USER_052,002,PL13,REL,EA,53.000,152.000,003,000052,Routing for Material 0052,E,20260212,2,PROF002,K001,PL13,UDSET0052,000052,20260212,UDGRP0052,A002,003,1,SAMP0052,000052,X,0000000052,STR002,PKG002,000000000000100052,PL13,1,00001052,1,"",01,SETUP052,CLEAN052,1,20260212,00002052,X,00003052,000052,X,OLD_000052,X,M,00000052,01,003,1,1,052,00004052,EA,1,1,1.000,REF_ELEMENT_52,X,1000000000000052,MES_ROUT_52,X,EXT_TASKLIST_52
300,R,10000053,04,00000054,20251221,TECH_STATUS_13,CHG000000053,"","",20260212,USER_053,20260212,CHG_USER_053,003,PL14,CRTD,EA,54.000,153.000,004,000053,Routing for Material 0053,E,20260212,3,PROF003,K001,PL14,UDSET0053,000053,20260212,UDGRP0053,A002,004,1,SAMP0053,000053,X,0000000053,STR003,PKG003,000000000000100053,PL14,1,00001053,1,"",01,SETUP053,CLEAN053,1,20260212,00002053,X,00003053,000053,X,OLD_000053,X,M,00000053,01,004,1,1,053,00004053,EA,1,1,1.000,REF_ELEMENT_53,X,1000000000000053,MES_ROUT_53,X,EXT_TASKLIST_53
100,N,10000054,05,00000055,20251220,TECH_STATUS_14,CHG000000054,"","",20260212,USER_054,20260212,CHG_USER_054,001,PL15,INAC,EA,55.000,154.000,005,000054,Routing for Material 0054,E,20260212,4,PROF004,K001,PL15,UDSET0054,000054,20260212,UDGRP0054,A002,005,1,SAMP0054,000054,X,0000000054,STR004,PKG004,000000000000100054,PL15,1,00001054,1,"",01,SETUP054,CLEAN054,1,20260212,00002054,X,00003054,000054,X,OLD_000054,X,M,00000054,01,005,1,1,054,00004054,EA,1,1,1.000,REF_ELEMENT_54,X,1000000000000054,MES_ROUT_54,X,EXT_TASKLIST_54
200,Q,10000055,01,00000056,20251219,TECH_STATUS_15,CHG000000055,"","",20260212,USER_055,20260212,CHG_USER_055,002,PL16,HOLD,EA,56.000,155.000,006,000055,Routing for Material 0055,E,20260212,5,PROF005,K001,PL16,UDSET0055,000055,20260212,UDGRP0055,A001,001,1,SAMP0055,000055,X,0000000055,STR005,PKG005,000000000000100055,PL16,1,00001055,1,"",01,SETUP055,CLEAN055,1,20260212,00002055,X,00003055,000055,X,OLD_000055,X,M,00000055,01,001,1,1,055,00004055,EA,1,1,1.000,REF_ELEMENT_55,X,1000000000000055,MES_ROUT_55,X,EXT_TASKLIST_55
300,R,10000056,02,00000057,20251218,TECH_STATUS_16,CHG000000056,"","",20260212,USER_056,20260212,CHG_USER_056,003,PL17,REL,EA,57.000,156.000,007,000056,Routing for Material 0056,E,20260212,6,PROF006,K001,PL17,UDSET0056,000056,20260212,UDGRP0056,R001,002,1,SAMP0056,000056,X,0000000056,STR006,PKG006,000000000000100056,PL17,1,00001056,1,"",01,SETUP056,CLEAN056,1,20260212,00002056,X,00003056,000056,X,OLD_000056,X,M,00000056,01,002,1,1,056,00004056,EA,1,1,1.000,REF_ELEMENT_56,X,1000000000000056,MES_ROUT_56,X,EXT_TASKLIST_56
100,N,10000057,03,00000058,20251217,TECH_STATUS_17,CHG000000057,"","",20260212,USER_057,20260212,CHG_USER_057,001,PL18,CRTD,EA,58.000,157.000,008,000057,Routing for Material 0057,E,20260212,7,PROF007,K001,PL18,UDSET0057,000057,20260212,UDGRP0057,A002,003,1,SAMP0057,000057,X,0000000057,STR007,PKG007,000000000000100057,PL18,1,00001057,1,"",01,SETUP057,CLEAN057,1,20260212,00002057,X,00003057,000057,X,OLD_000057,X,M,00000057,01,003,1,1,057,00004057,EA,1,1,1.000,REF_ELEMENT_57,X,1000000000000057,MES_ROUT_57,X,EXT_TASKLIST_57
200,Q,10000058,04,00000059,20251216,TECH_STATUS_18,CHG000000058,"","",20260212,USER_058,20260212,CHG_USER_058,002,PL19,INAC,EA,59.000,158.000,009,000058,Routing for Material 0058,E,20260212,8,PROF008,K001,PL19,UDSET0058,000058,20260212,UDGRP0058,A002,004,1,SAMP0058,000058,X,0000000058,STR008,PKG008,000000000000100058,PL19,1,00001058,1,"",01,SETUP058,CLEAN058,1,20260212,00002058,X,00003058,000058,X,OLD_000058,X,M,00000058,01,004,1,1,058,00004058,EA,1,1,1.000,REF_ELEMENT_58,X,1000000000000058,MES_ROUT_58,X,EXT_TASKLIST_58
300,R,10000059,05,00000060,20251215,TECH_STATUS_19,CHG000000059,"","",20260212,USER_059,20260212,CHG_USER_059,003,PL20,HOLD,EA,60.000,159.000,010,000059,Routing for Material 0059,E,20260212,9,PROF009,K001,PL20,UDSET0059,000059,20260212,UDGRP0059,A002,005,1,SAMP0059,000059,X,0000000059,STR009,PKG009,000000000000100059,PL20,1,00001059,1,"",01,SETUP059,CLEAN059,1,20260212,00002059,X,00003059,000059,X,OLD_000059,X,M,00000059,01,005,1,1,059,00004059,EA,1,1,1.000,REF_ELEMENT_59,X,1000000000000059,MES_ROUT_59,X,EXT_TASKLIST_59
100,N,10000060,01,00000061,20251214,TECH_STATUS_00,CHG000000060,X,X,20260212,USER_060,20260212,CHG_USER_060,001,PL01,REL,EA,61.000,160.000,001,000060,Routing for Material 0060,E,20260212,10,PROF010,K001,PL01,UDSET0060,000060,20260212,UDGRP0060,A001,001,1,SAMP0060,000060,X,0000000060,STR010,PKG010,000000000000100060,PL01,1,00001060,1,X,01,SETUP060,CLEAN060,1,20260212,00002060,X,00003060,000060,X,OLD_000060,X,M,00000060,01,001,1,1,060,00004060,EA,1,1,1.000,REF_ELEMENT_60,X,1000000000000060,MES_ROUT_60,X,EXT_TASKLIST_60
200,Q,10000061,02,00000062,20251213,TECH_STATUS_01,CHG000000061,"","",20260212,USER_061,20260212,CHG_USER_061,002,PL02,CRTD,EA,62.000,161.000,002,000061,Routing for Material 0061,E,20260212,11,PROF011,K001,PL02,UDSET0061,000061,20260212,UDGRP0061,R001,002,1,SAMP0061,000061,X,0000000061,STR011,PKG011,000000000000100061,PL02,1,00001061,1,"",01,SETUP061,CLEAN061,1,20260212,00002061,X,00003061,000061,X,OLD_000061,X,M,00000061,01,002,1,1,061,00004061,EA,1,1,1.000,REF_ELEMENT_61,X,1000000000000061,MES_ROUT_61,X,EXT_TASKLIST_61
300,R,10000062,03,00000063,20251212,TECH_STATUS_02,CHG000000062,"","",20260212,USER_062,20260212,CHG_USER_062,003,PL03,INAC,EA,63.000,162.000,003,000062,Routing for Material 0062,E,20260212,12,PROF012,K001,PL03,UDSET0062,000062,20260212,UDGRP0062,A002,003,1,SAMP0062,000062,X,0000000062,STR012,PKG012,000000000000100062,PL03,1,00001062,1,"",01,SETUP062,CLEAN062,1,20260212,00002062,X,00003062,000062,X,OLD_000062,X,M,00000062,01,003,1,1,062,00004062,EA,1,1,1.000,REF_ELEMENT_62,X,1000000000000062,MES_ROUT_62,X,EXT_TASKLIST_62
100,N,10000063,04,00000064,20251211,TECH_STATUS_03,CHG000000063,"","",20260212,USER_063,20260212,CHG_USER_063,001,PL04,HOLD,EA,64.000,163.000,004,000063,Routing for Material 0063,E,20260212,13,PROF013,K001,PL04,UDSET0063,000063,20260212,UDGRP0063,A002,004,1,SAMP0063,000063,X,0000000063,STR013,PKG013,000000000000100063,PL04,1,00001063,1,"",01,SETUP063,CLEAN063,1,20260212,00002063,X,00003063,000063,X,OLD_000063,X,M,00000063,01,004,1,1,063,00004063,EA,1,1,1.000,REF_ELEMENT_63,X,1000000000000063,MES_ROUT_63,X,EXT_TASKLIST_63
200,Q,10000064,05,00000065,20251210,TECH_STATUS_04,CHG000000064,"","",20260212,USER_064,20260212,CHG_USER_064,002,PL05,REL,EA,65.000,164.000,005,000064,Routing for Material 0064,E,20260212,14,PROF014,K001,PL05,UDSET0064,000064,20260212,UDGRP0064,A002,005,1,SAMP0064,000064,X,0000000064,STR014,PKG014,000000000000100064,PL05,1,00001064,1,"",01,SETUP064,CLEAN064,1,20260212,00002064,X,00003064,000064,X,OLD_000064,X,M,00000064,01,005,1,1,064,00004064,EA,1,1,1.000,REF_ELEMENT_64,X,1000000000000064,MES_ROUT_64,X,EXT_TASKLIST_64
300,R,10000065,01,00000066,20251209,TECH_STATUS_05,CHG000000065,"","",20260212,USER_065,20260212,CHG_USER_065,003,PL06,CRTD,EA,66.000,165.000,006,000065,Routing for Material 0065,E,20260212,15,PROF015,K001,PL06,UDSET0065,000065,20260212,UDGRP0065,A001,001,1,SAMP0065,000065,X,0000000065,STR015,PKG015,000000000000100065,PL06,1,00001065,1,"",01,SETUP065,CLEAN065,1,20260212,00002065,X,00003065,000065,X,OLD_000065,X,M,00000065,01,001,1,1,065,00004065,EA,1,1,1.000,REF_ELEMENT_65,X,1000000000000065,MES_ROUT_65,X,EXT_TASKLIST_65
100,N,10000066,02,00000067,20251208,TECH_STATUS_06,CHG000000066,"","",20260212,USER_066,20260212,CHG_USER_066,001,PL07,INAC,EA,67.000,166.000,007,000066,Routing for Material 0066,E,20260212,16,PROF016,K001,PL07,UDSET0066,000066,20260212,UDGRP0066,R001,002,1,SAMP0066,000066,X,0000000066,STR016,PKG016,000000000000100066,PL07,1,00001066,1,"",01,SETUP066,CLEAN066,1,20260212,00002066,X,00003066,000066,X,OLD_000066,X,M,00000066,01,002,1,1,066,00004066,EA,1,1,1.000,REF_ELEMENT_66,X,1000000000000066,MES_ROUT_66,X,EXT_TASKLIST_66
200,Q,10000067,03,00000068,20251207,TECH_STATUS_07,CHG000000067,"","",20260212,USER_067,20260212,CHG_USER_067,002,PL08,HOLD,EA,68.000,167.000,008,000067,Routing for Material 0067,E,20260212,17,PROF017,K001,PL08,UDSET0067,000067,20260212,UDGRP0067,A002,003,1,SAMP0067,000067,X,0000000067,STR017,PKG017,000000000000100067,PL08,1,00001067,1,"",01,SETUP067,CLEAN067,1,20260212,00002067,X,00003067,000067,X,OLD_000067,X,M,00000067,01,003,1,1,067,00004067,EA,1,1,1.000,REF_ELEMENT_67,X,1000000000000067,MES_ROUT_67,X,EXT_TASKLIST_67
300,R,10000068,04,00000069,20251206,TECH_STATUS_08,CHG000000068,"","",20260212,USER_068,20260212,CHG_USER_068,003,PL09,REL,EA,69.000,168.000,009,000068,Routing for Material 0068,E,20260212,18,PROF018,K001,PL09,UDSET0068,000068,20260212,UDGRP0068,A002,004,1,SAMP0068,000068,X,0000000068,STR018,PKG018,000000000000100068,PL09,1,00001068,1,"",01,SETUP068,CLEAN068,1,20260212,00002068,X,00003068,000068,X,OLD_000068,X,M,00000068,01,004,1,1,068,00004068,EA,1,1,1.000,REF_ELEMENT_68,X,1000000000000068,MES_ROUT_68,X,EXT_TASKLIST_68
100,N,10000069,05,00000070,20251205,TECH_STATUS_09,CHG000000069,"","",20260212,USER_069,20260212,CHG_USER_069,001,PL10,CRTD,EA,70.000,169.000,010,000069,Routing for Material 0069,E,20260212,19,PROF019,K001,PL10,UDSET0069,000069,20260212,UDGRP0069,A002,005,1,SAMP0069,000069,X,0000000069,STR019,PKG019,000000000000100069,PL10,1,00001069,1,"",01,SETUP069,CLEAN069,1,20260212,00002069,X,00003069,000069,X,OLD_000069,X,M,00000069,01,005,1,1,069,00004069,EA,1,1,1.000,REF_ELEMENT_69,X,1000000000000069,MES_ROUT_69,X,EXT_TASKLIST_69
200,Q,10000070,01,00000071,20251204,TECH_STATUS_10,CHG000000070,"",X,20260212,USER_070,20260212,CHG_USER_070,002,PL11,INAC,EA,71.000,170.000,001,000070,Routing for Material 0070,E,20260212,20,PROF020,K001,PL11,UDSET0070,000070,20260212,UDGRP0070,A001,001,1,SAMP0070,000070,X,0000000070,STR020,PKG020,000000000000100070,PL11,1,00001070,1,"",01,SETUP070,CLEAN070,1,20260212,00002070,X,00003070,000070,X,OLD_000070,X,M,00000070,01,001,1,1,070,00004070,EA,1,1,1.000,REF_ELEMENT_70,X,1000000000000070,MES_ROUT_70,X,EXT_TASKLIST_70
300,R,10000071,02,00000072,20251203,TECH_STATUS_11,CHG000000071,"","",20260212,USER_071,20260212,CHG_USER_071,003,PL12,HOLD,EA,72.000,171.000,002,000071,Routing for Material 0071,E,20260212,21,PROF021,K001,PL12,UDSET0071,000071,20260212,UDGRP0071,R001,002,1,SAMP0071,000071,X,0000000071,STR021,PKG021,000000000000100071,PL12,1,00001071,1,"",01,SETUP071,CLEAN071,1,20260212,00002071,X,00003071,000071,X,OLD_000071,X,M,00000071,01,002,1,1,071,00004071,EA,1,1,1.000,REF_ELEMENT_71,X,1000000000000071,MES_ROUT_71,X,EXT_TASKLIST_71
100,N,10000072,03,00000073,20251202,TECH_STATUS_12,CHG000000072,"","",20260212,USER_072,20260212,CHG_USER_072,001,PL13,REL,EA,73.000,172.000,003,000072,Routing for Material 0072,E,20260212,22,PROF022,K001,PL13,UDSET0072,000072,20260212,UDGRP0072,A002,003,1,SAMP0072,000072,X,0000000072,STR022,PKG022,000000000000100072,PL13,1,00001072,1,"",01,SETUP072,CLEAN072,1,20260212,00002072,X,00003072,000072,X,OLD_000072,X,M,00000072,01,003,1,1,072,00004072,EA,1,1,1.000,REF_ELEMENT_72,X,1000000000000072,MES_ROUT_72,X,EXT_TASKLIST_72
200,Q,10000073,04,00000074,20251201,TECH_STATUS_13,CHG000000073,"","",20260212,USER_073,20260212,CHG_USER_073,002,PL14,CRTD,EA,74.000,173.000,004,000073,Routing for Material 0073,E,20260212,23,PROF023,K001,PL14,UDSET0073,000073,20260212,UDGRP0073,A002,004,1,SAMP0073,000073,X,0000000073,STR023,PKG023,000000000000100073,PL14,1,00001073,1,"",01,SETUP073,CLEAN073,1,20260212,00002073,X,00003073,000073,X,OLD_000073,X,M,00000073,01,004,1,1,073,00004073,EA,1,1,1.000,REF_ELEMENT_73,X,1000000000000073,MES_ROUT_73,X,EXT_TASKLIST_73
300,R,10000074,05,00000075,20251130,TECH_STATUS_14,CHG000000074,"","",20260212,USER_074,20260212,CHG_USER_074,003,PL15,INAC,EA,75.000,174.000,005,000074,Routing for Material 0074,E,20260212,24,PROF024,K001,PL15,UDSET0074,000074,20260212,UDGRP0074,A002,005,1,SAMP0074,000074,X,0000000074,STR024,PKG024,000000000000100074,PL15,1,00001074,1,"",01,SETUP074,CLEAN074,1,20260212,00002074,X,00003074,000074,X,OLD_000074,X,M,00000074,01,005,1,1,074,00004074,EA,1,1,1.000,REF_ELEMENT_74,X,1000000000000074,MES_ROUT_74,X,EXT_TASKLIST_74
100,N,10000075,01,00000076,20251129,TECH_STATUS_15,CHG000000075,X,"",20260212,USER_075,20260212,CHG_USER_075,001,PL16,HOLD,EA,76.000,175.000,006,000075,Routing for Material 0075,E,20260212,25,PROF025,K001,PL16,UDSET0075,000075,20260212,UDGRP0075,A001,001,1,SAMP0075,000075,X,0000000075,STR025,PKG025,000000000000100075,PL16,1,00001075,1,"",01,SETUP075,CLEAN075,1,20260212,00002075,X,00003075,000075,X,OLD_000075,X,M,00000075,01,001,1,1,075,00004075,EA,1,1,1.000,REF_ELEMENT_75,X,1000000000000075,MES_ROUT_75,X,EXT_TASKLIST_75
200,Q,10000076,02,00000077,20251128,TECH_STATUS_16,CHG000000076,"","",20260212,USER_076,20260212,CHG_USER_076,002,PL17,REL,EA,77.000,176.000,007,000076,Routing for Material 0076,E,20260212,26,PROF026,K001,PL17,UDSET0076,000076,20260212,UDGRP0076,R001,002,1,SAMP0076,000076,X,0000000076,STR026,PKG026,000000000000100076,PL17,1,00001076,1,"",01,SETUP076,CLEAN076,1,20260212,00002076,X,00003076,000076,X,OLD_000076,X,M,00000076,01,002,1,1,076,00004076,EA,1,1,1.000,REF_ELEMENT_76,X,1000000000000076,MES_ROUT_76,X,EXT_TASKLIST_76
300,R,10000077,03,00000078,20251127,TECH_STATUS_17,CHG000000077,"","",20260212,USER_077,20260212,CHG_USER_077,003,PL18,CRTD,EA,78.000,177.000,008,000077,Routing for Material 0077,E,20260212,27,PROF027,K001,PL18,UDSET0077,000077,20260212,UDGRP0077,A002,003,1,SAMP0077,000077,X,0000000077,STR027,PKG027,000000000000100077,PL18,1,00001077,1,"",01,SETUP077,CLEAN077,1,20260212,00002077,X,00003077,000077,X,OLD_000077,X,M,00000077,01,003,1,1,077,00004077,EA,1,1,1.000,REF_ELEMENT_77,X,1000000000000077,MES_ROUT_77,X,EXT_TASKLIST_77
100,N,10000078,04,00000079,20251126,TECH_STATUS_18,CHG000000078,"","",20260212,USER_078,20260212,CHG_USER_078,001,PL19,INAC,EA,79.000,178.000,009,000078,Routing for Material 0078,E,20260212,28,PROF028,K001,PL19,UDSET0078,000078,20260212,UDGRP0078,A002,004,1,SAMP0078,000078,X,0000000078,STR028,PKG028,000000000000100078,PL19,1,00001078,1,"",01,SETUP078,CLEAN078,1,20260212,00002078,X,00003078,000078,X,OLD_000078,X,M,00000078,01,004,1,1,078,00004078,EA,1,1,1.000,REF_ELEMENT_78,X,1000000000000078,MES_ROUT_78,X,EXT_TASKLIST_78
200,Q,10000079,05,00000080,20251125,TECH_STATUS_19,CHG000000079,"","",20260212,USER_079,20260212,CHG_USER_079,002,PL20,HOLD,EA,80.000,179.000,010,000079,Routing for Material 0079,E,20260212,29,PROF029,K001,PL20,UDSET0079,000079,20260212,UDGRP0079,A002,005,1,SAMP0079,000079,X,0000000079,STR029,PKG029,000000000000100079,PL20,1,00001079,1,"",01,SETUP079,CLEAN079,1,20260212,00002079,X,00003079,000079,X,OLD_000079,X,M,00000079,01,005,1,1,079,00004079,EA,1,1,1.000,REF_ELEMENT_79,X,1000000000000079,MES_ROUT_79,X,EXT_TASKLIST_79
300,R,10000080,01,00000081,20251124,TECH_STATUS_00,CHG000000080,"",X,20260212,USER_080,20260212,CHG_USER_080,003,PL01,REL,EA,81.000,180.000,001,000080,Routing for Material 0080,E,20260212,30,PROF030,K001,PL01,UDSET0080,000080,20260212,UDGRP0080,A001,001,1,SAMP0080,000080,X,0000000080,STR030,PKG030,000000000000100080,PL01,1,00001080,1,X,01,SETUP080,CLEAN080,1,20260212,00002080,X,00003080,000080,X,OLD_000080,X,M,00000080,01,001,1,1,080,00004080,EA,1,1,1.000,REF_ELEMENT_80,X,1000000000000080,MES_ROUT_80,X,EXT_TASKLIST_80
100,N,10000081,02,00000082,20251123,TECH_STATUS_01,CHG000000081,"","",20260212,USER_081,20260212,CHG_USER_081,001,PL02,CRTD,EA,82.000,181.000,002,000081,Routing for Material 0081,E,20260212,31,PROF031,K001,PL02,UDSET0081,000081,20260212,UDGRP0081,R001,002,1,SAMP0081,000081,X,0000000081,STR031,PKG031,000000000000100081,PL02,1,00001081,1,"",01,SETUP081,CLEAN081,1,20260212,00002081,X,00003081,000081,X,OLD_000081,X,M,00000081,01,002,1,1,081,00004081,EA,1,1,1.000,REF_ELEMENT_81,X,1000000000000081,MES_ROUT_81,X,EXT_TASKLIST_81
200,Q,10000082,03,00000083,20251122,TECH_STATUS_02,CHG000000082,"","",20260212,USER_082,20260212,CHG_USER_082,002,PL03,INAC,EA,83.000,182.000,003,000082,Routing for Material 0082,E,20260212,32,PROF032,K001,PL03,UDSET0082,000082,20260212,UDGRP0082,A002,003,1,SAMP0082,000082,X,0000000082,STR032,PKG032,000000000000100082,PL03,1,00001082,1,"",01,SETUP082,CLEAN082,1,20260212,00002082,X,00003082,000082,X,OLD_000082,X,M,00000082,01,003,1,1,082,00004082,EA,1,1,1.000,REF_ELEMENT_82,X,1000000000000082,MES_ROUT_82,X,EXT_TASKLIST_82
